doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
93,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,meets required credential; credential verified; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""credential verified"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: meets required credential; credential verified; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,care,case review,patient support specialist,"case review. Job: patient support specialist in retail. Record note: license verified, credential verified, meets required credential. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.8074,3.6229
93,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,4,meets required credential; credential verified; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""credential verified"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: meets required credential; credential verified; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,care,case review,patient support specialist,"case review. Job: patient support specialist in retail. Record note: license verified, credential verified, meets required credential. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.8074,3.6229
93,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,4,meets required credential; credential verified; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""credential verified"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: meets required credential; credential verified; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,care,case review,patient support specialist,"case review. Job: patient support specialist in retail. Record note: license verified, credential verified, meets required credential. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.8074,3.6229
94,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,ready for placement; schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in public. Record note: no training barrier, ready for placement, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.7263,3.5765
94,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,ready for placement; schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in public. Record note: no training barrier, ready for placement, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.7263,3.5765
94,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,ready for placement; schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in public. Record note: no training barrier, ready for placement, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.7263,3.5765
95,conservative_v1,1c131bdb821c277b,0,none,0.0973,0.8055,1,0,0,0,2,degree requirement unmet; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""degree requirement unmet"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: degree requirement unmet; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Midwest,production,resume screen,equipment operator,resume screen. Job: equipment operator in health. Record note: degree requirement unmet. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,1,credential_gap,0.5381,3.1324
95,rubric_v1,84fd6cb9b699257b,0,none,0.1427,0.7145,1,0,0,0,2,degree requirement unmet; ready for placement,"{""confidence"": 0.7145, ""evidence"": [""degree requirement unmet"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1427, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: degree requirement unmet; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Midwest,production,resume screen,equipment operator,resume screen. Job: equipment operator in health. Record note: degree requirement unmet. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,1,credential_gap,0.5381,3.1324
95,expansive_v1,64f2e45d522fc7f6,0,none,0.2109,0.5782,1,0,0,0,2,degree requirement unmet; ready for placement,"{""confidence"": 0.5782, ""evidence"": [""degree requirement unmet"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: degree requirement unmet; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Midwest,production,resume screen,equipment operator,resume screen. Job: equipment operator in health. Record note: degree requirement unmet. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,1,credential_gap,0.5381,3.1324
96,conservative_v1,1c131bdb821c277b,0,none,0.0745,0.8509,1,0,1,1,3,needs ehr; some exposure; ready for placement,"{""confidence"": 0.8509, ""evidence"": [""needs ehr"", ""some exposure"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0745, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: needs ehr; some exposure; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,technology,Midwest,operations,case review,logistics coordinator,"case review. Job: logistics coordinator in technology. Record note: some exposure, needs EHR. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.66,3.5079
96,rubric_v1,84fd6cb9b699257b,0,none,0.1791,0.6418,1,0,1,1,3,needs ehr; some exposure; ready for placement,"{""confidence"": 0.6418, ""evidence"": [""needs ehr"", ""some exposure"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1791, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: needs ehr; some exposure; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,technology,Midwest,operations,case review,logistics coordinator,"case review. Job: logistics coordinator in technology. Record note: some exposure, needs EHR. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.66,3.5079
96,expansive_v1,64f2e45d522fc7f6,1,skill_gap,0.3245,0.3509,1,0,1,1,3,needs ehr; some exposure; ready for placement,"{""confidence"": 0.3509, ""evidence"": [""needs ehr"", ""some exposure"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3245, ""mismatch_type"": ""skill_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: needs ehr; some exposure; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,technology,Midwest,operations,case review,logistics coordinator,"case review. Job: logistics coordinator in technology. Record note: some exposure, needs EHR. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.66,3.5079
97,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,schedule conflict; cannot work nights; meets required credential; ready for placement,"{""confidence"": 0.98, ""evidence"": [""schedule conflict"", ""cannot work nights"", ""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: schedule conflict; cannot work nights; meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,Midwest,care,job-match memo,clinic scheduler,"job-match memo. Job: clinic scheduler in manufacturing. Record note: schedule conflict, cannot work nights, meets required credential. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,schedule_gap,0.6653,3.0663
97,rubric_v1,84fd6cb9b699257b,0,none,0.0745,0.8509,1,0,0,0,4,schedule conflict; cannot work nights; meets required credential; ready for placement,"{""confidence"": 0.8509, ""evidence"": [""schedule conflict"", ""cannot work nights"", ""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0745, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: schedule conflict; cannot work nights; meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,Midwest,care,job-match memo,clinic scheduler,"job-match memo. Job: clinic scheduler in manufacturing. Record note: schedule conflict, cannot work nights, meets required credential. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,schedule_gap,0.6653,3.0663
97,expansive_v1,64f2e45d522fc7f6,0,none,0.2109,0.5782,1,0,0,0,4,schedule conflict; cannot work nights; meets required credential; ready for placement,"{""confidence"": 0.5782, ""evidence"": [""schedule conflict"", ""cannot work nights"", ""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: schedule conflict; cannot work nights; meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,Midwest,care,job-match memo,clinic scheduler,"job-match memo. Job: clinic scheduler in manufacturing. Record note: schedule conflict, cannot work nights, meets required credential. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,schedule_gap,0.6653,3.0663
